undergoes;2.0794415416798357
outgoing;2.0794415416798357
fewer;1.3862943611198906
daenerysyunkai;2.0794415416798357
shipments;2.0794415416798357
fought;0.13353139262452257
tullys;0.28768207245178085
mastery;2.0794415416798357
coated;0.9808292530117262
crafty;2.0794415416798357
debts;0.47000362924573563
denizens;2.0794415416798357
truthful;1.3862943611198906
distract;0.9808292530117262
defy;0.6931471805599453
murderer;0.47000362924573563
beast;0.47000362924573563
roof;1.3862943611198906
depict;2.0794415416798357
loaded;0.9808292530117262
denying;0.9808292530117262
diamond;2.0794415416798357
dining;0.28768207245178085
starvation;0.6931471805599453
twisted;1.3862943611198906
bodyguards;1.3862943611198906
tarly;0.0
finale;0.6931471805599453
complies;0.6931471805599453
greatly;0.9808292530117262
kingsmoot;2.0794415416798357
practice;0.0
safest;1.3862943611198906
inside;0.0
tore;2.0794415416798357
civilize;2.0794415416798357
riverlands;0.0
actors;2.0794415416798357
threat;0.0
ordered;0.0
skewered;2.0794415416798357
distracts;0.9808292530117262
conspire;1.3862943611198906
s03e9;2.0794415416798357
lull;2.0794415416798357
sever;1.3862943611198906
counseled;1.3862943611198906
ensures;1.3862943611198906
bathe;1.3862943611198906
victory;0.13353139262452257
red_wedding_roose_slider;2.0794415416798357
honors;0.9808292530117262
speakers;2.0794415416798357
bend;0.13353139262452257
please;0.9808292530117262
privileged;2.0794415416798357
rounded;0.47000362924573563
apologetically;2.0794415416798357
roses;2.0794415416798357
owe;2.0794415416798357
proclaims;0.28768207245178085
upriver;2.0794415416798357
beater;2.0794415416798357
teenager;2.0794415416798357
maegor;0.9808292530117262
confuses;1.3862943611198906
timidly;2.0794415416798357
inform;0.13353139262452257
gender;0.47000362924573563
etat;2.0794415416798357
surname;0.9808292530117262
males;1.3862943611198906
muffling;1.3862943611198906
pities;2.0794415416798357
stays;0.0
preserve;1.3862943611198906
spine;1.3862943611198906
shake;0.6931471805599453
blooded;1.3862943611198906
disgustedly;2.0794415416798357
kingdoms;0.0
slayer;0.9808292530117262
splintered;2.0794415416798357
possibilities;1.3862943611198906
dothraki;0.0
disrobing;1.3862943611198906
ros_and_pycelle;2.0794415416798357
intensify;2.0794415416798357
repaid;2.0794415416798357
eaten;0.9808292530117262
priests;1.3862943611198906
nephews;1.3862943611198906
tumbles;2.0794415416798357
afterward;0.0
bowl;2.0794415416798357
riding;0.0
quarters;0.13353139262452257
drogon_the_bells_s8;2.0794415416798357
underestimated;0.6931471805599453
altar;0.9808292530117262
steadfast;0.9808292530117262
candles;0.6931471805599453
levity;1.3862943611198906
silentsistersnedsbones;2.0794415416798357
frequented;2.0794415416798357
skill;0.0
infuriated;0.9808292530117262
commoners;1.3862943611198906
bolster;1.3862943611198906
praised;1.3862943611198906
rally;0.28768207245178085
me;0.28768207245178085
profligate;2.0794415416798357
speak;0.0
riot;0.47000362924573563
shrewd;0.9808292530117262
inappropriate;2.0794415416798357
infobox;2.0794415416798357
clues;2.0794415416798357
compares;0.47000362924573563
lines;0.28768207245178085
adapt;2.0794415416798357
succeeds;0.47000362924573563
selecting;1.3862943611198906
truly;0.0
unimportant;1.3862943611198906
calla;2.0794415416798357
dryly;1.3862943611198906
sanction;2.0794415416798357
jaime_in_the_laws_of_gods_and_men;2.0794415416798357
slight;1.3862943611198906
route;0.0
nightfall;1.3862943611198906
derelict;1.3862943611198906
mad;0.0
stuck;0.6931471805599453
officially;0.13353139262452257
harmed;0.6931471805599453
bronn_2x09;2.0794415416798357
arena;1.3862943611198906
yours;0.9808292530117262
slapping;1.3862943611198906
applicable;2.0794415416798357
total;1.3862943611198906
stronger;0.6931471805599453
flame;0.28768207245178085
fearsome;0.47000362924573563
threw;0.13353139262452257
204;2.0794415416798357
underside;2.0794415416798357
unsanctioned;2.0794415416798357
unleashing;0.9808292530117262
conceive;2.0794415416798357
janosslynt;1.3862943611198906
cements;1.3862943611198906
drogoswears;2.0794415416798357
emitting;2.0794415416798357
reassurance;1.3862943611198906
myra_holding_her_brother;2.0794415416798357
apologising;2.0794415416798357
knowing;0.0
timeline;2.0794415416798357
ac;2.0794415416798357
geography;2.0794415416798357
troops;0.0
recite;1.3862943611198906
secretly;0.0
honored;2.0794415416798357
chiding;1.3862943611198906
deploy;2.0794415416798357
benefiting;2.0794415416798357
developed;1.3862943611198906
knighting;2.0794415416798357
tyrionvarysship8x05;2.0794415416798357
evangelizes;2.0794415416798357
scum;2.0794415416798357
bushels;2.0794415416798357
crowning;1.3862943611198906
significance;0.9808292530117262
translate;1.3862943611198906
mighdal;2.0794415416798357
smaller;0.6931471805599453
mysterious;0.6931471805599453
throttles;2.0794415416798357
sharpness;2.0794415416798357
ambitious;2.0794415416798357
gyrfalcon;2.0794415416798357
seemed;1.3862943611198906
located;1.3862943611198906
violated;1.3862943611198906
knitting;2.0794415416798357
emphasizes;1.3862943611198906
reel;2.0794415416798357
2469;2.0794415416798357
ridden;0.6931471805599453
appoint;1.3862943611198906
01;0.6931471805599453
sansa_blackwater_promo;2.0794415416798357
winds;0.47000362924573563
moniker;2.0794415416798357
tomboyish;2.0794415416798357
biter;0.9808292530117262
fierceness;2.0794415416798357
100;0.9808292530117262
positivity;2.0794415416798357
manning;2.0794415416798357
wreathed;2.0794415416798357
blackmail;2.0794415416798357
unlaces;2.0794415416798357
experimentation;0.9808292530117262
participating;2.0794415416798357
crying;0.6931471805599453
cheekily;0.6931471805599453
scambles;2.0794415416798357
appease;1.3862943611198906
northmen;0.0
communicate;1.3862943611198906
louder;2.0794415416798357
aryawithtywin;2.0794415416798357
